@relation jaccard_2014

@attribute conf_1 numeric
@attribute conf_2 numeric
@attribute conf_3 numeric
@attribute conf_4 numeric
@attribute conf_5 numeric
@attribute conf_6 numeric
@attribute conf_7 numeric
@attribute conf_8 numeric
@attribute conf_9 numeric
@attribute conf_10 numeric
@attribute prov numeric
@attribute num_prov numeric
@attribute jaccard numeric
@attribute UWaliases numeric
@attribute answer_length numeric
@attribute num_letters numeric
@attribute query_doc_overlap numeric
@attribute value_in_provenance numeric
@attribute num_offset numeric
@attribute rel {per:cities_of_residence,per:employee_or_member_of,per:age,org:date_founded,per:schools_attended,org:alternate_names,org:top_members_employees,org:member_of,org:shareholders,org:parents,org:subsidiaries,per:siblings,per:spouse,per:title,per:countries_of_residence,per:country_of_birth,per:alternate_names,per:parents,org:founded_by,org:country_of_headquarters,org:city_of_headquarters,org:date_dissolved,per:statesorprovinces_of_residence,per:stateorprovince_of_death,per:city_of_death,per:city_of_birth,per:stateorprovince_of_birth,org:members,per:children,per:cause_of_death,org:stateorprovince_of_headquarters,per:charges,org:website,per:religion,per:country_of_death,per:other_family,per:date_of_death,org:number_of_employees_members,per:date_of_birth,per:origin,org:political_religious_affiliation,org:employees_or_members,gpe:employees_or_members,org:students,gpe:births_in_city,gpe:births_in_stateorprovince,gpe:births_in_country,gpe:residents_of_city,gpe:residents_of_stateorprovince,gpe:residents_of_country,gpe:deaths_in_city,gpe:deaths_in_stateorprovince,gpe:deaths_in_country,per:holds_shares_in,org:holds_shares_in,gpe:holds_shares_in,per:organizations_founded,org:organizations_founded,gpe:organizations_founded,gpe:member_of,per:top_member_employee_of,gpe:headquarters_in_city,gpe:headquarters_in_stateorprovince,gpe:headquarters_in_country}
@attribute target {w,c}

@data
0.36042954128,0.0,0.802779749007,0.612038679411,0.497251267251,0.646615770061,0.406233562094,0.561720161146,0.558651819817,0.980821407651,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,1.0,org:employees_or_members,c
0.117580732911,0.0,0.506953811426,0.0230740080731,0.481426103718,0.204475879954,0.359472694788,0.518031647255,0.165513078029,0.364275256719,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,per:spouse,w
0.31615233074,0.0,0.473861338073,0.0,0.957174955858,0.635436626877,0.0,0.304474621368,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,gpe:deaths_in_city,c
0.371904565395,0.0,0.0,0.0,0.34299285645,0.0,0.0,0.666372582366,0.131211673694,0.492159614215,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,gpe:residents_of_stateorprovince,w
0.21502302677,0.0,0.596544964135,0.462166122624,0.0,0.502823285122,0.0,0.0,0.459812074533,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,gpe:employees_or_members,w
0.61274382012,0.0,0.0,0.2836918666,0.0,0.0,0.0,0.0466038439739,0.386720815435,0.270944932299,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,org:employees_or_members,w
0.0350042939429,0.0,0.0924968748418,0.0,0.564624290976,0.0,0.0,0.680209500585,0.370231948715,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,gpe:employees_or_members,w
0.781196643515,0.0,0.984637552476,0.972579997668,0.741774683842,0.745425855586,0.813154409989,0.633540181121,0.0,0.789632482899,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,1.0,per:employee_or_member_of,c
0.582484226466,0.0,0.0,0.647587273538,0.0,0.531618726173,0.261458690055,0.6218578509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,1.0,org:employees_or_members,w
0.543339320837,0.0,0.502980442798,0.0,0.561226402382,0.0,0.0,0.636546061893,0.536084011872,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,gpe:employees_or_members,w
0.293128776537,0.0,0.309521530403,0.175791161202,0.0,0.0,0.633643461026,0.600212919993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,gpe:deaths_in_city,w
0.99933602738,0.0,0.0,0.0,0.0,0.378853501094,0.786038174765,0.0,0.968329120126,0.341805686098,0.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,1.0,gpe:residents_of_city,c
0.396826698815,0.0,0.0,0.0,0.145983134493,0.201347450619,0.470857715113,0.141858257161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,gpe:deaths_in_stateorprovince,w
0.655696825862,0.0,0.472533659302,0.721621771806,0.743471691153,0.531257764755,0.929221193992,0.30573223057,0.971142574906,0.752249755109,0.0,0.0,0.0,0.0,2.0,3.0,15.0,0.0,1.0,gpe:residents_of_city,c
0.893243737092,0.0,0.17673543205,0.813742642854,0.171708809817,0.0,0.992272061814,0.588346944034,0.756434671032,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,org:subsidiaries,w
0.4892,0.956080739117,0.775134426291,0.755162683877,0.786112537342,0.909971293634,0.868842197181,0.781153321471,0.768688645097,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,org:top_members_employees,c
0.0630953793353,0.0,0.533345444738,0.0,0.375875560198,0.353771236447,0.0,0.0,0.62137780676,0.0,0.0,0.0,0.0,0.0,2.0,3.0,30.0,0.0,1.0,per:employee_or_member_of,w
0.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,1.0,per:employee_or_member_of,w
