@relation jaccard_2014

@attribute conf_1 numeric
@attribute conf_2 numeric
@attribute conf_3 numeric
@attribute conf_4 numeric
@attribute conf_5 numeric
@attribute conf_6 numeric
@attribute conf_7 numeric
@attribute conf_8 numeric
@attribute conf_9 numeric
@attribute conf_10 numeric
@attribute prov numeric
@attribute num_prov numeric
@attribute jaccard numeric
@attribute num_offset numeric
@attribute rel {per:cities_of_residence,per:employee_or_member_of,per:age,org:date_founded,per:schools_attended,org:alternate_names,org:top_members_employees,org:member_of,org:shareholders,org:parents,org:subsidiaries,per:siblings,per:spouse,per:title,per:countries_of_residence,per:country_of_birth,per:alternate_names,per:parents,org:founded_by,org:country_of_headquarters,org:city_of_headquarters,org:date_dissolved,per:statesorprovinces_of_residence,per:stateorprovince_of_death,per:city_of_death,per:city_of_birth,per:stateorprovince_of_birth,org:members,per:children,per:cause_of_death,org:stateorprovince_of_headquarters,per:charges,org:website,per:religion,per:country_of_death,per:other_family,per:date_of_death,org:number_of_employees_members,per:date_of_birth,per:origin,org:political_religious_affiliation,org:employees_or_members,gpe:employees_or_members,org:students,gpe:births_in_city,gpe:births_in_stateorprovince,gpe:births_in_country,gpe:residents_of_city,gpe:residents_of_stateorprovince,gpe:residents_of_country,gpe:deaths_in_city,gpe:deaths_in_stateorprovince,gpe:deaths_in_country,per:holds_shares_in,org:holds_shares_in,gpe:holds_shares_in,per:organizations_founded,org:organizations_founded,gpe:organizations_founded,gpe:member_of,per:top_member_employee_of,gpe:headquarters_in_city,gpe:headquarters_in_stateorprovince,gpe:headquarters_in_country}
@attribute target {w,c}

@data
0.206086615535,0.0,0.0,0.531352583963,0.0,0.438933722872,0.0,0.33916868913,0.0,0.603614162162,0.0,0.0,0.0,0.0,gpe:residents_of_city,w
0.320640946143,0.0,0.0,0.217258254077,0.601584722433,0.112153999319,0.357768503436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,per:employee_or_member_of,w
0.457073492083,0.0,0.0,0.0,0.716762663896,0.473156261957,0.0,0.352156201227,0.634149399854,0.0,0.0,0.0,0.0,0.0,org:employees_or_members,c
0.1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org:parents,w
0.952,0.546072077528,0.106251742812,0.492036270141,0.0,0.0,0.632563796309,0.613489377561,0.515049314498,0.326727689993,0.0,0.0,0.0,0.0,org:top_members_employees,w
0.201600958124,0.0,0.0374246266288,0.0,0.0,0.284212340432,0.179261578121,0.0,0.0,0.219866882982,0.0,0.0,0.0,0.0,gpe:headquarters_in_city,w
0.888185049511,0.0,0.0,0.0,0.0,0.48614318714,0.0,0.439584553121,0.668649313322,0.540323866946,0.0,0.0,0.0,0.0,org:subsidiaries,c
0.876985627054,0.0,0.4931247017,0.834215423291,0.300951594612,0.941738270221,0.0,0.371183834266,0.773605321294,0.813974513323,0.0,0.0,0.0,0.0,org:employees_or_members,c
0.556063808052,0.0,0.426281481199,0.168290240986,0.401314523045,0.0,0.0,0.636048752886,0.0,0.0,0.0,0.0,0.0,0.0,gpe:headquarters_in_city,w
0.819704414354,0.0,0.0,0.880011912617,0.0,0.0,0.551345265429,0.331322949015,0.0,0.888749133689,0.0,0.0,0.0,0.0,org:employees_or_members,c
