@relation jaccard_2014

@attribute conf_1 numeric
@attribute conf_2 numeric
@attribute conf_3 numeric
@attribute conf_4 numeric
@attribute conf_5 numeric
@attribute conf_6 numeric
@attribute conf_7 numeric
@attribute conf_8 numeric
@attribute conf_9 numeric
@attribute conf_10 numeric
@attribute prov numeric
@attribute num_prov numeric
@attribute jaccard numeric
@attribute UWaliases numeric
@attribute answer_length numeric
@attribute num_letters numeric
@attribute num_offset numeric
@attribute rel {per:cities_of_residence,per:employee_or_member_of,per:age,org:date_founded,per:schools_attended,org:alternate_names,org:top_members_employees,org:member_of,org:shareholders,org:parents,org:subsidiaries,per:siblings,per:spouse,per:title,per:countries_of_residence,per:country_of_birth,per:alternate_names,per:parents,org:founded_by,org:country_of_headquarters,org:city_of_headquarters,org:date_dissolved,per:statesorprovinces_of_residence,per:stateorprovince_of_death,per:city_of_death,per:city_of_birth,per:stateorprovince_of_birth,org:members,per:children,per:cause_of_death,org:stateorprovince_of_headquarters,per:charges,org:website,per:religion,per:country_of_death,per:other_family,per:date_of_death,org:number_of_employees_members,per:date_of_birth,per:origin,org:political_religious_affiliation,org:employees_or_members,gpe:employees_or_members,org:students,gpe:births_in_city,gpe:births_in_stateorprovince,gpe:births_in_country,gpe:residents_of_city,gpe:residents_of_stateorprovince,gpe:residents_of_country,gpe:deaths_in_city,gpe:deaths_in_stateorprovince,gpe:deaths_in_country,per:holds_shares_in,org:holds_shares_in,gpe:holds_shares_in,per:organizations_founded,org:organizations_founded,gpe:organizations_founded,gpe:member_of,per:top_member_employee_of,gpe:headquarters_in_city,gpe:headquarters_in_stateorprovince,gpe:headquarters_in_country}
@attribute target {w,c}

@data
0.8326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,org:top_members_employees,w
0.585027790146,0.0,0.0,0.973145348123,0.488153482554,0.809698908305,0.848556032601,0.39056478168,0.937793913635,0.322797716786,0.0,0.0,0.0,0.0,1.0,1.0,8.0,per:title,c
0.339735200064,0.0,0.0,0.0,0.509118479238,0.0,0.897799878823,0.73391895857,0.0,0.302910594351,0.0,0.0,0.0,0.0,1.0,2.0,14.0,org:employees_or_members,c
0.540409397468,0.0,0.626785164683,0.0,0.30877603853,0.994978199291,0.0,0.989138961603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,40.0,org:subsidiaries,c
0.91823232932,0.0,0.0,0.0,0.0,0.329803556785,0.68635290684,0.550837951994,0.893771887177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,per:siblings,c
0.533526269124,0.0,0.0,0.0,0.413283658431,0.104618263023,0.068321512796,0.228443247324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,org:employees_or_members,w
0.218964099462,0.0,0.0,0.394007353677,0.0,0.0,0.0,0.308493450875,0.693458533098,0.278468829721,0.0,0.0,0.0,0.0,1.0,2.0,9.0,org:founded_by,w
0.292386902019,0.0,0.0,0.685663916869,0.0,0.110755664912,0.0,0.0765623406852,0.446986981236,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,per:countries_of_residence,w
0.305819347823,0.0,0.282546782597,0.376137586993,0.0625167005871,0.0,0.0,0.537308688848,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,org:subsidiaries,w
0.325941346012,0.0,0.979703006112,0.782939105609,0.672982603103,0.628094129645,0.646314638486,0.454773568168,0.453760271875,0.821342533745,0.0,0.0,0.0,0.0,2.0,3.0,22.0,per:title,c
0.421112899076,0.0,0.0,0.466628917295,0.0,0.0,0.0618384242273,0.105533339749,0.682229578298,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,org:top_members_employees,w
0.0184086590556,0.0,0.0,0.0,0.477406128862,0.0,0.156497621073,0.392332012505,0.0,0.445208039196,0.0,0.0,0.0,0.0,1.0,2.0,15.0,org:top_members_employees,w
0.136012684748,0.0,0.00787484695374,0.0,0.0,0.0,0.432855979227,0.0,0.197740654954,0.11584619443,0.0,0.0,0.0,0.0,1.0,2.0,11.0,gpe:employees_or_members,w
0.439658145199,0.0,0.0,0.451166116103,0.439605054002,0.0,0.0,0.0,0.558460122444,0.21578891312,0.0,0.0,0.0,0.0,1.0,1.0,5.0,per:title,w
0.327032858931,0.0,0.0,0.0,0.652613205404,0.0,0.37758996405,0.815037901241,0.0,0.665475834073,0.0,0.0,0.0,0.0,1.0,2.0,15.0,per:title,c
0.44153383922,0.0,0.0,0.0,0.0,0.63810561579,0.0,0.988446290014,0.443602755015,0.800409515166,0.0,0.0,0.0,0.0,2.0,3.0,22.0,per:charges,c
0.731676436894,0.0,0.708512948928,0.399511193477,0.252668514717,0.210437477856,0.193416426869,0.0,0.158256091549,0.183680979753,0.0,0.0,0.0,0.0,1.0,4.0,23.0,org:employees_or_members,w
0.0668191347197,0.0,0.0,0.492759879328,0.193945090559,0.0,0.169958371161,0.0,0.203293884227,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,per:title,w
0.404090507364,0.0,0.0,0.0,0.632919766627,0.640277896296,0.519394017387,0.0,0.926561364095,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,per:title,c
0.543428615427,0.0,0.0,0.699386420688,0.0,0.71176816237,0.789537620517,0.0,0.0,0.7229890611,0.0,0.0,0.0,0.0,1.0,2.0,11.0,org:top_members_employees,c
0.0559019542287,0.0,0.0,0.0,0.572787663877,0.0,0.0,0.231250308122,0.558312528059,0.346649697214,0.0,0.0,0.0,0.0,1.0,2.0,19.0,gpe:employees_or_members,w
0.486917930635,0.0,0.0,0.371641663906,0.563492298267,0.294211022555,0.0,0.0,0.0,0.0919822246203,0.0,0.0,0.0,0.0,2.0,3.0,25.0,gpe:employees_or_members,w
0.457347333869,0.0,0.0,0.0,0.52184908805,0.543265983133,0.0,0.876117573942,0.900305279576,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,per:alternate_names,c
0.930432595117,0.0,0.0,0.0,0.455306713125,0.344191961419,0.810133564567,0.0,0.0,0.992625744361,0.0,0.0,0.0,0.0,1.0,2.0,10.0,org:employees_or_members,c
0.658687608134,0.0,0.0,0.399829695776,0.0,0.666995676126,0.830919225201,0.0,0.477016267522,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,per:title,c
0.349889311417,0.0,0.0,0.0,0.0,0.196812809804,0.0,0.359694613866,0.640880571097,0.0057430579826,0.0,0.0,0.0,0.0,2.0,3.0,14.0,org:top_members_employees,w
0.628866565536,0.0,0.0,0.0,0.415546269641,0.0,0.865299171367,0.393215968192,0.0,0.635510430562,0.0,0.0,0.0,0.0,1.0,1.0,8.0,per:title,c
0.42107753638,0.0,0.0338325694359,0.0,0.0,0.0,0.614574694327,0.579379275893,0.384067422246,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,org:subsidiaries,w
0.438808413459,0.0,0.678397304129,0.0,0.391309176341,0.219280249638,0.0790131850073,0.457529400877,0.567000496827,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,org:subsidiaries,w
0.289469957684,0.0,0.0,0.0,0.257512093778,0.0,0.454980881649,0.0682918138898,0.482416329346,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,org:top_members_employees,w
1.0,0.0,0.0,0.614045274822,0.403869098419,0.577876460186,0.589001540639,0.461129049465,0.581205418008,0.157942519164,0.0,0.0,0.0,0.0,1.0,2.0,14.0,org:top_members_employees,w
0.635399449107,0.0,0.870829961894,0.0,0.72507533934,0.0,0.0,0.0,0.533422302806,0.741551024896,0.0,0.0,0.0,0.0,2.0,3.0,20.0,org:top_members_employees,c
0.374855992755,0.0,0.8018408166,0.662912296625,0.722032384476,0.0,0.0,0.989498311275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,per:alternate_names,c
0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,org:founded_by,w
0.191167567705,0.0,0.598049015721,0.0950051970856,0.0,0.429660955975,0.431816440837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,per:siblings,w
0.2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,org:top_members_employees,w
0.262284609973,0.0,0.0,0.210020995867,0.00999955363672,0.0,0.0,0.0,0.377358287827,0.257812276307,0.0,0.0,0.0,0.0,1.0,2.0,12.0,org:employees_or_members,w
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,per:title,w
0.778348513445,0.0,0.709335992991,0.0,0.0,0.0,0.521306735713,0.0,0.580700652709,0.864027612701,0.0,0.0,0.0,0.0,1.0,1.0,6.0,per:title,c
0.913916209258,0.0,0.0,0.0,0.342809385075,0.0,0.472031767689,0.0,0.551795415377,0.910188128148,0.0,0.0,0.0,0.0,1.0,4.0,20.0,org:employees_or_members,c
0.0310902138844,0.0,0.427363522412,0.445950758553,0.0,0.0,0.0,0.621322521996,0.0383633402003,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,per:siblings,w
1.0,0.587083737874,0.761012376387,0.88435030887,0.405388169537,0.0,0.379969226676,0.0,0.0,0.921449836948,0.0,0.0,0.0,0.0,1.0,1.0,8.0,per:title,c
0.537125996833,0.0,0.388018414955,0.0781424655582,0.0,0.539529559903,0.0,0.0,0.0,0.432055421163,0.0,0.0,0.0,0.0,1.0,2.0,14.0,per:title,w
0.8869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,org:top_members_employees,w
0.6513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,org:stateorprovince_of_headquarters,w
0.368795383629,0.0,0.316927398477,0.0,0.0,0.0,0.441788624322,0.593530163828,0.0,0.309386928272,0.0,0.0,0.0,0.0,1.0,1.0,8.0,per:title,w
0.678819875543,0.0,0.0,0.0,0.0,0.0895124475067,0.628304357272,0.4190197795,0.531825644593,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,org:subsidiaries,w
0.81914049765,0.0,0.0,0.978382451739,0.0,0.756004444678,0.0,0.994491289408,0.661242294485,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,per:religion,c
0.666478112492,0.0,0.0,0.0,0.145924198979,0.0,0.053605108171,0.0,0.588462294702,0.144122504405,0.0,0.0,0.0,0.0,2.0,3.0,20.0,per:spouse,w
0.459007302107,0.0,0.0,0.0,0.480721016015,0.0,0.121018212786,0.0,0.188595369735,0.313736426674,0.0,0.0,0.0,0.0,1.0,1.0,6.0,per:title,w
0.456295670793,0.0,0.389557514897,0.600816566083,0.0,0.796635287709,0.0,0.0,0.722045969422,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,per:origin,c
0.545516895183,0.0,0.0,0.53546967699,0.451209508399,0.258784791733,0.151982491349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,org:employees_or_members,w
0.790639505001,0.0,0.0,0.0,0.674982537168,0.333903025232,0.584498771918,0.0,0.40834513369,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,per:title,c
0.00533169364657,0.0,0.242163995086,0.230610826799,0.0,0.159142735182,0.0,0.0,0.626773830657,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,org:subsidiaries,w
0.933926374238,0.0,0.0,0.0,0.780424589705,0.843467246446,0.521565190648,0.614942440794,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.0,org:employees_or_members,c
0.233786829293,0.0,0.0,0.0,0.149266209584,0.698883051974,0.0,0.0572657466979,0.679093931087,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,gpe:employees_or_members,w
0.708977787554,0.0,0.0,0.471365157622,0.3779261098,0.0,0.0,0.983637786251,0.0,0.533212649719,0.0,0.0,0.0,0.0,1.0,1.0,7.0,per:title,c
0.549502553305,0.0,0.0,0.0,0.586915540606,0.791374651759,0.0,0.315678767344,0.0,0.924145694525,0.0,0.0,0.0,0.0,1.0,1.0,10.0,per:title,c
0.43522017367,0.0,0.0,0.0,0.0,0.0,0.849537134145,0.430050654023,0.539596304731,0.728802791902,0.0,0.0,0.0,0.0,1.0,1.0,9.0,per:title,c
0.1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,org:top_members_employees,w
0.406847545062,0.0,0.0,0.0,0.0,0.906619496969,0.780976988035,0.601150913007,0.411325258104,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,per:title,c
